"author","authorIsChannelOwner","cid","comment","commentsCount","hasCreatorHeart","pageUrl","publishedTimeText","replyCount","replyToCid","title","type","videoId","voteCount"
"@Hirakjyotidutta12345","false","UgzJtWUxWD4MKpAcyTd4AaABAg","Val Lagil","57","false","https://youtu.be/KjIvwQu5ggI?si=o7i0yEleQoIrN4pG","3 months ago","0",,"Ramdhenu Assamese Film.....","comment","KjIvwQu5ggI","1"
"@dhritikeshdasoffical7095","false","UgwSAKUyyZKbOQMDcRd4AaABAg","Anekua. Cinema Bru ru ketiaba pam ne?","57","false","https://youtu.be/KjIvwQu5ggI?si=o7i0yEleQoIrN4pG","3 months ago","0",,"Ramdhenu Assamese Film.....","comment","KjIvwQu5ggI","2"
"@madangaming9906","false","UgzO51K9NRJWgiJAyM14AaABAg","যতীন বৰা 💕😘😘","57","false","https://youtu.be/KjIvwQu5ggI?si=o7i0yEleQoIrN4pG","3 months ago","0",,"Ramdhenu Assamese Film.....","comment","KjIvwQu5ggI","2"
"@BiplabKachari","false","UgzJczDz56L4t_5qMNZ4AaABAg","❤❤❤","57","false","https://youtu.be/KjIvwQu5ggI?si=o7i0yEleQoIrN4pG","7 months ago","0",,"Ramdhenu Assamese Film.....","comment","KjIvwQu5ggI","1"
"@BiplabKachari","false","Ugzp99SMt1VNVdxEDZl4AaABAg","❤❤❤ok","57","false","https://youtu.be/KjIvwQu5ggI?si=o7i0yEleQoIrN4pG","7 months ago","0",,"Ramdhenu Assamese Film.....","comment","KjIvwQu5ggI","2"
"@BiplabKachari","false","Ugx7Wdn0obGyGFALovp4AaABAg","Yes","57","false","https://youtu.be/KjIvwQu5ggI?si=o7i0yEleQoIrN4pG","7 months ago","0",,"Ramdhenu Assamese Film.....","comment","KjIvwQu5ggI","1"
"@Prathona981","false","UgztTcnD7D4Ec9UjMW14AaABAg","Jayanta das o le beya lage😭😭😭😭😭","57","false","https://youtu.be/KjIvwQu5ggI?si=o7i0yEleQoIrN4pG","8 months ago","0",,"Ramdhenu Assamese Film.....","comment","KjIvwQu5ggI","2"
"@madhurjyakonwar4957","false","UgyRVvHuPGQCvWeJPQN4AaABAg","Hd print pua jbo","57","false","https://youtu.be/KjIvwQu5ggI?si=o7i0yEleQoIrN4pG","9 months ago","0",,"Ramdhenu Assamese Film.....","comment","KjIvwQu5ggI","2"
"@priyamsaikia3855","false","UgxtdFf27SfREDLRQY54AaABAg","Aiya he axomiya sobi ❤️‍🩹","57","false","https://youtu.be/KjIvwQu5ggI?si=o7i0yEleQoIrN4pG","9 months ago","0",,"Ramdhenu Assamese Film.....","comment","KjIvwQu5ggI","2"
"@ParthaGogoi403","false","Ugwf_XWXdVGlsCeMzrd4AaABAg","Best movie❤","57","false","https://youtu.be/KjIvwQu5ggI?si=o7i0yEleQoIrN4pG","11 months ago","0",,"Ramdhenu Assamese Film.....","comment","KjIvwQu5ggI","2"
"@LJ_creation_23","false","UgxyroM7GpxRc-glx6Z4AaABAg","2:46:17","57","false","https://youtu.be/KjIvwQu5ggI?si=o7i0yEleQoIrN4pG","1 year ago (edited)","0",,"Ramdhenu Assamese Film.....","comment","KjIvwQu5ggI","4"
"@kamaltalukdar3232","false","UgwH1bYlcyChuLcrRoZ4AaABAg","প্ৰিয়া ও প্ৰিয়া চিনেমাখন লাগে","57","false","https://youtu.be/KjIvwQu5ggI?si=o7i0yEleQoIrN4pG","1 year ago","0",,"Ramdhenu Assamese Film.....","comment","KjIvwQu5ggI","2"
"@icreation3046","false","UgxsFWXR0JC_Mo93JvF4AaABAg","One of my favoutite assamese movie ❤","57","false","https://youtu.be/KjIvwQu5ggI?si=o7i0yEleQoIrN4pG","1 year ago (edited)","0",,"Ramdhenu Assamese Film.....","comment","KjIvwQu5ggI","4"
"@mousomikalita3282","false","UgwQY4oAPC7DFFSLCoJ4AaABAg","❤❤❤❤nice movie❤❤❤❤😊😊","57","false","https://youtu.be/KjIvwQu5ggI?si=o7i0yEleQoIrN4pG","1 year ago","0",,"Ramdhenu Assamese Film.....","comment","KjIvwQu5ggI","2"
"@I.b.Kuater-bj4tc","false","Ugxq4GNJH8yjy4ViG_t4AaABAg","vvsB","57","false","https://youtu.be/KjIvwQu5ggI?si=o7i0yEleQoIrN4pG","1 year ago","0",,"Ramdhenu Assamese Film.....","comment","KjIvwQu5ggI","2"
"@s.hazarika347","false","Ugwi9pgRtrVEdJEAq_N4AaABAg","Assamese cinema r golden era r eikhonei last val  cinema .....eikhonor pisot ajir date r le ekhonu ulua nai ....camera r quality jetiyar pora val hobo dhoril cinema r content tetiyar porai beya hobo dhorile.....😢","57","false","https://youtu.be/KjIvwQu5ggI?si=o7i0yEleQoIrN4pG","1 year ago","0",,"Ramdhenu Assamese Film.....","comment","KjIvwQu5ggI","20"
"@kalyanjyotiboruah5893","false","UgxH_fIh2YZ2f2pFtL14AaABAg","কিবা এটা ভাল লাগি গল মনটো. ❤❤❤","57","false","https://youtu.be/KjIvwQu5ggI?si=o7i0yEleQoIrN4pG","1 year ago","0",,"Ramdhenu Assamese Film.....","comment","KjIvwQu5ggI","5"
"@Pranjudutta123","false","UgzOllGgcGrWW5moIg54AaABAg","Nice Flim","57","false","https://youtu.be/KjIvwQu5ggI?si=o7i0yEleQoIrN4pG","1 year ago","0",,"Ramdhenu Assamese Film.....","comment","KjIvwQu5ggI","3"
"@akashihazarika4641","false","Ugw0pUVum7hxJxMvEfx4AaABAg","I loved every songs of this flim eksapt tupi tupi","57","false","https://youtu.be/KjIvwQu5ggI?si=o7i0yEleQoIrN4pG","1 year ago","0",,"Ramdhenu Assamese Film.....","comment","KjIvwQu5ggI","3"
"@kuldeepmix","false","UgyP5P-MqRJ3tjXhN-p4AaABAg","2:20:29....","57","false","https://youtu.be/KjIvwQu5ggI?si=o7i0yEleQoIrN4pG","1 year ago","0",,"Ramdhenu Assamese Film.....","comment","KjIvwQu5ggI","6"
"@siboramdas9660","false","UgwrqUuiLxJCYvbDNJ54AaABAg",".","57","false","https://youtu.be/KjIvwQu5ggI?si=o7i0yEleQoIrN4pG","1 year ago","0",,"Ramdhenu Assamese Film.....","comment","KjIvwQu5ggI","1"
"@munnaahmed9454","false","Ugx5tDzEc58L0iaG-uV4AaABAg","Pure gold flim of Assam 💖","57","false","https://youtu.be/KjIvwQu5ggI?si=o7i0yEleQoIrN4pG","1 year ago","0",,"Ramdhenu Assamese Film.....","comment","KjIvwQu5ggI","19"
"@emozi6730","false","Ugxn3cBc5VO67Rp0SDp4AaABAg","অভিনয় মোৰ প্ৰণয় ; জানি-বুজি নকবা ঠগিছো বুলি ।
ৰদলৈ  বাট চাই, থমকে মোৰ ৰামধেনু !","57","false","https://youtu.be/KjIvwQu5ggI?si=o7i0yEleQoIrN4pG","2 years ago (edited)","0",,"Ramdhenu Assamese Film.....","comment","KjIvwQu5ggI","21"
"@ujjalaxomdutta6454","false","UgzL_uzmDH9QOGPpzCp4AaABAg","❤","57","false","https://youtu.be/KjIvwQu5ggI?si=o7i0yEleQoIrN4pG","2 years ago","0",,"Ramdhenu Assamese Film.....","comment","KjIvwQu5ggI","1"
"@_sukanya_gargi","false","UgwooR79E_uh-t88hPh4AaABAg","কলা সুনিলো বিশ্বাস হলে হোৱা নাই🤣🤣😍❤️❤️❤️","57","false","https://youtu.be/KjIvwQu5ggI?si=o7i0yEleQoIrN4pG","2 years ago","2",,"Ramdhenu Assamese Film.....","comment","KjIvwQu5ggI","12"
"@38.swayammanigautam","false","Ugz6HzTEkLCOM1UkdQx4AaABAg","❤️❤️❤️❤️❤️❤️","57","false","https://youtu.be/KjIvwQu5ggI?si=o7i0yEleQoIrN4pG","2 years ago","0",,"Ramdhenu Assamese Film.....","comment","KjIvwQu5ggI","2"
"@nitumaninath6352","false","Ugxur4Ijf-W69s0xVxB4AaABAg","Film ekhn imn vl keneke hobo pare🔥❤","57","false","https://youtu.be/KjIvwQu5ggI?si=o7i0yEleQoIrN4pG","2 years ago","0",,"Ramdhenu Assamese Film.....","comment","KjIvwQu5ggI","5"
"@bharatirabhapathak5193","false","Ugy1RjaxNCLqPVLQryJ4AaABAg","বহুত বহুত ভাল লাগিল সকলোকে ,,,,","57","false","https://youtu.be/KjIvwQu5ggI?si=o7i0yEleQoIrN4pG","2 years ago","0",,"Ramdhenu Assamese Film.....","comment","KjIvwQu5ggI","4"
"@jitenrabha9674","false","Ugy_9e9tcU9QqinLftJ4AaABAg","বৰদেউতাৰ ঘৰে মোক মাতে ৰিঙিয়াই","57","false","https://youtu.be/KjIvwQu5ggI?si=o7i0yEleQoIrN4pG","2 years ago","0",,"Ramdhenu Assamese Film.....","comment","KjIvwQu5ggI","0"
"@emozi6730","false","UgwooR79E_uh-t88hPh4AaABAg.9fB2osbvRLV9g4jLujx8ly","মইও শুনিছোঁ 😆","57","false","https://youtu.be/KjIvwQu5ggI?si=o7i0yEleQoIrN4pG","2 years ago","0","UgwooR79E_uh-t88hPh4AaABAg","Ramdhenu Assamese Film.....","reply","KjIvwQu5ggI","2"
"@hrisikesharyan186","false","UgwooR79E_uh-t88hPh4AaABAg.9fB2osbvRLVA5NccdT4kKg","Dialogue from his own movie bidhata","57","false","https://youtu.be/KjIvwQu5ggI?si=o7i0yEleQoIrN4pG","2 months ago","0","UgwooR79E_uh-t88hPh4AaABAg","Ramdhenu Assamese Film.....","reply","KjIvwQu5ggI","0"
"@healthfreak7349","false","Ugz84WwSFs08RH4T8ad4AaABAg","Tapan Das was outstanding","57","false","https://youtu.be/KjIvwQu5ggI?si=o7i0yEleQoIrN4pG","2 years ago","0",,"Ramdhenu Assamese Film.....","comment","KjIvwQu5ggI","16"
"@sandeepme6100","false","Ugywh5i7ZzENiu2cH_F4AaABAg","Excellent Movie","57","false","https://youtu.be/KjIvwQu5ggI?si=o7i0yEleQoIrN4pG","2 years ago","0",,"Ramdhenu Assamese Film.....","comment","KjIvwQu5ggI","3"
"@priyankakachari5887","false","UgxnnclMT5BjJNRZAah4AaABAg","Joy Zubeen da","57","false","https://youtu.be/KjIvwQu5ggI?si=o7i0yEleQoIrN4pG","2 years ago","2",,"Ramdhenu Assamese Film.....","comment","KjIvwQu5ggI","6"
"@amlanbaruah9771","false","UgzlqLZYDwBwnfjP8Dd4AaABAg","এখন প্ৰকৃত অসমীয়া ছবি।।।অভিনয়ৰ কথানো কি কম।।।ভাষা নাই।।প্ৰত্যেকজন চৰিত্ৰ গুৰুত্বপূৰ্ণ।।।শেষৰ দৃশ্য সদায় আবেগিক কৰি তোলে।।","57","true","https://youtu.be/KjIvwQu5ggI?si=o7i0yEleQoIrN4pG","2 years ago","3",,"Ramdhenu Assamese Film.....","comment","KjIvwQu5ggI","37"
"@prasannaborah5626","false","Ugy5mf9VeJHs-xZ7_p94AaABAg","Nice","57","true","https://youtu.be/KjIvwQu5ggI?si=o7i0yEleQoIrN4pG","3 years ago","0",,"Ramdhenu Assamese Film.....","comment","KjIvwQu5ggI","6"
"@assambhaskarjb3252","false","Ugw8mFa84i4IoTa3EGd4AaABAg","ছবিখন যেতিয়াই চাওঁ চকুৰ পানী ওলায় আহে।","57","false","https://youtu.be/KjIvwQu5ggI?si=o7i0yEleQoIrN4pG","3 years ago","1",,"Ramdhenu Assamese Film.....","comment","KjIvwQu5ggI","10"
"@nibeditadeka4672","false","UgyxNGovWOKU2M3XHh14AaABAg","👍👍","57","true","https://youtu.be/KjIvwQu5ggI?si=o7i0yEleQoIrN4pG","3 years ago","0",,"Ramdhenu Assamese Film.....","comment","KjIvwQu5ggI","4"
"@binodkalita6723","false","UgwT_-uAXmg0xuYWxXV4AaABAg","Nice","57","false","https://youtu.be/KjIvwQu5ggI?si=o7i0yEleQoIrN4pG","4 years ago","1",,"Ramdhenu Assamese Film.....","comment","KjIvwQu5ggI","7"
"@babujj7105","false","UgxnnclMT5BjJNRZAah4AaABAg.9Zrx3COXyFz9kLyaat19WR","Papon da","57","false","https://youtu.be/KjIvwQu5ggI?si=o7i0yEleQoIrN4pG","1 year ago","0","UgxnnclMT5BjJNRZAah4AaABAg","Ramdhenu Assamese Film.....","reply","KjIvwQu5ggI","0"
"@ranjanneog245","false","UgxnnclMT5BjJNRZAah4AaABAg.9Zrx3COXyFz9lkpjyWb35z"," @babujj7105  ghenta papon","57","false","https://youtu.be/KjIvwQu5ggI?si=o7i0yEleQoIrN4pG","1 year ago","0","UgxnnclMT5BjJNRZAah4AaABAg","Ramdhenu Assamese Film.....","reply","KjIvwQu5ggI","0"
"@jaanbora6891","false","UgzlqLZYDwBwnfjP8Dd4AaABAg.9UKhtuKwwvC9dSKk-6OgK5","Hosa koisu bohut Val lagise Sai...","57","false","https://youtu.be/KjIvwQu5ggI?si=o7i0yEleQoIrN4pG","2 years ago","0","UgzlqLZYDwBwnfjP8Dd4AaABAg","Ramdhenu Assamese Film.....","reply","KjIvwQu5ggI","4"
"@zglovermasum5118","false","UgzlqLZYDwBwnfjP8Dd4AaABAg.9UKhtuKwwvC9e0otKD5ELL","Hmmm","57","false","https://youtu.be/KjIvwQu5ggI?si=o7i0yEleQoIrN4pG","2 years ago","0","UgzlqLZYDwBwnfjP8Dd4AaABAg","Ramdhenu Assamese Film.....","reply","KjIvwQu5ggI","2"
"@kushaldas9841","false","UgzlqLZYDwBwnfjP8Dd4AaABAg.9UKhtuKwwvC9jwi8F8rCmf"," @jaanbora6891  a","57","false","https://youtu.be/KjIvwQu5ggI?si=o7i0yEleQoIrN4pG","1 year ago","0","UgzlqLZYDwBwnfjP8Dd4AaABAg","Ramdhenu Assamese Film.....","reply","KjIvwQu5ggI","2"
"@hrisikesharyan186","false","Ugw8mFa84i4IoTa3EGd4AaABAg.9QDyFh_N47IA5NqtrgH8w_","সঁচাই অ,,,😢😢","57","false","https://youtu.be/KjIvwQu5ggI?si=o7i0yEleQoIrN4pG","2 months ago","0","Ugw8mFa84i4IoTa3EGd4AaABAg","Ramdhenu Assamese Film.....","reply","KjIvwQu5ggI","0"
"@darrangbuddy7468","true","UgwT_-uAXmg0xuYWxXV4AaABAg.9BZcSmN8qTY9BZcmxgep27","Thanks vaii","57","false","https://youtu.be/KjIvwQu5ggI?si=o7i0yEleQoIrN4pG","4 years ago","0","UgwT_-uAXmg0xuYWxXV4AaABAg","Ramdhenu Assamese Film.....","reply","KjIvwQu5ggI","1"
